plz,area_name,population_2022,population_density_per_sqkm,avg_temp_change,avg_tmax,total_precip,no2_avg,pm10_avg,pollution_index,temperature_change
10101,Moabit,75771,7081,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,5.0703731294036904
10102,Märkisches Viertel,39341,5096,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.856239886948766
10103,Hansaviertel,5629,10621,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,5.452253068089045
10104,Tiergarten,13696,2649,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.592268076224737
10105,Wedding,78099,8461,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,5.219241580077642
10106,Gesundbrunnen,86701,14144,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,5.8322991200632
20201,Friedrichshain,126291,12913,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,5.699504147034479
20202,Köpenick,67140,6456,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,5.002950823844835
30301,Prenzlauer Berg,159369,14488,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,5.8694083570427935
30302,Weißensee,54380,6858,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,5.046316850780292
30303,Blankenburg,6705,1112,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.426463142394401
30304,Heinersdorf,7623,1930,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.51470545590983
30305,Karow,18926,2846,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.613519586936889
30306,Stadtrandsiedlung Malchow,1078,190,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.327001757233978
30307,Pankow,64557,11406,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,5.536935483870967
30308,Blankenfelde,2013,150,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.322686729678211
30309,Buch,16399,901,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.403701372037732
30310,Französisch Buchholz,20858,1738,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.49399332364215
30311,Niederschönhausen,31138,4798,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.8240929316583046
30312,Rosenthal,9674,1974,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.519451986221173
30313,Wilhelmsruh,7676,5603,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.910932861218109
40401,Charlottenburg,119191,11244,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,5.519459622270112
40402,Wilmersdorf,94261,13165,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,5.726688820635809
40403,Schmargendorf,22327,6219,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.9773842855769175
40404,Grünau,7391,331,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.342212229368055
40405,Westend,38287,2836,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.612440830047946
40406,Charlottenburg-Nord,17766,2865,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.615569225025878
40407,Halensee,14595,11492,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,5.546212793115866
50501,Spandau,37536,4674,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.810716346235428
50502,Haselhorst,18049,3816,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.718159005164232
50503,Siemensstadt,11594,2048,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.527434787199343
50504,Staaken,44526,4085,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.747177565476763
50505,Gatow,3431,340,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.343183110568103
50506,Kladow,15906,1075,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.4224717419053166
50507,Hakenfelde,30903,1515,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.46993704501875
50508,Falkenhagener Feld,37362,5431,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.892378242728313
50509,Wilhelmstadt,38453,3697,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.7053217981858255
60601,Steglitz,71578,10542,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,5.443730888666407
60602,Lichterfelde,81594,4483,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.790112089656642
60603,Lankwitz,42291,6050,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.959153294153803
60604,Zehlendorf,52876,2813,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.6099596892033805
60605,Dahlem,15919,1897,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.511145558176323
60606,Nikolassee,11107,567,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.367670891947079
60607,Wannsee,9760,412,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.350950160168483
60608,Schlachtensee,10004,2470,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.572958327912682
70701,Schöneberg,115670,10912,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,5.483644893557249
70702,Friedenau,27090,16418,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,6.077608436608538
70703,Tempelhof,57371,4703,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.813844741213359
70704,Mariendorf,49993,5330,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.881482798150002
70705,Marienfelde,30576,3342,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.667025928628395
70706,Lichtenrade,50590,5009,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.846854702014974
80801,Neukölln,150733,12883,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,5.696267876367654
80802,Britz,40252,3246,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.656669862494556
80803,Buckow,37718,5940,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.947286968375445
80804,Rudow,40736,3452,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.678892254406755
80805,Gropiusstadt,35584,13377,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,5.749558466681373
90901,Altglienicke,29905,3790,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.715354237252983
90902,Plänterwald,11118,3694,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.704998171119143
90903,Baumschulenweg,18813,3903,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.727544190098024
90904,Johannisthal,20224,3092,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.640057006404854
90905,Niederschöneweide,12946,3709,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.706616306452555
90906,Alt-Hohenschönhausen,48842,5235,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.871234607705056
90907,Adlershof,19753,3233,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.655267478538931
90908,Bohnsdorf,12310,1888,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.510174676976275
90909,Oberschöneweide,23416,3789,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.715246361564089
90910,Kreuzberg,137741,3947,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.732290720409368
90911,Friedrichshagen,18425,1316,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.448469782928811
90912,Rahnsdorf,10378,483,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.358609334079969
90913,Grunewald,10576,1158,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.431425424083533
90914,Müggelheim,6801,306,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.339515337145701
90915,Schmöckwitz,4439,260,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.33455305545657
01001,Mitte,97425,4996,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.845452318059349
01002,Biesdorf,28894,2330,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.557855731467497
01003,Kaulsdorf,18910,2146,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.538006604710971
01004,Mahlsdorf,29531,2289,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.553432828222837
01005,Hellersdorf,83175,10269,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,5.414280825598298
11101,Friedrichsfelde,55137,9935,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,5.378250345507647
11102,Karlshorst,27527,4171,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.756454874721661
11103,Lichtenberg,39622,5488,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.89852715699528
11104,Falkenberg,2891,945,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.408447902349074
11106,Malchow,663,431,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.352999798257472
11107,Wartenberg,2635,381,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.347606013812764
11109,Neu-Hohenschönhausen,55279,10713,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,5.462177631467309
11110,Alt-Treptow,12472,5399,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.888926220683699
11111,Fennpfuhl,32389,15278,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,5.954630151269187
11112,Rummelsburg,25551,5653,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.916326645662818
21201,Reinickendorf,76495,7285,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,5.0923797699381
21202,Tegel,35474,1053,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.4200984767496445
21203,Konradshöhe,5768,2622,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.589355432624594
21204,Heiligensee,17506,1636,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.482990003374945
21205,Frohnau,16430,2106,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.533691577155204
21206,Hermsdorf,16429,2693,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.597014606536081
21207,Waidmannslust,10506,4568,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.799281523212645
21208,Lübars,4885,977,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.411899924393688
21209,Wittenau,23435,3972,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.734987612631722
21210,Marzahn,109498,34218,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,7.9977956989247305
21211,Borsigwalde,6676,3338,6.152150537634409,23.165564516129038,249.48333333333332,21.062051971326166,18.696558144165667,0.3396306412679743,4.666594425872819
